ID,ID_person,Model,Power,Price
1845,1678,Daewoo,365.0,2334365
1847,5582,Daewoo,151.0,1194744
1848,12773,Audi,423.0,1932607
1849,17112,Subaru,363.0,3802744
1850,14296,BMW,382.0,234227
1853,10816,Nissan,111.0,3112666
1855,18759,Nissan,430.0,3479101
1856,746,Ford,204.0,3707069
1857,13351,Mercedez-Benz,269.0,1367375
1859,2596,BMW,421.0,1806480
1860,1970,Daewoo,421.0,297137
1861,15076,Ford,422.0,347598
1862,13982,LADA,219.0,230134
1863,4351,LADA,324.0,1172855
1864,7850,Daewoo,217.0,787532
1865,1405,KIA,250.0,1948471
1866,658,Toyota,112.0,594531
1867,2329,KIA,160.0,2255233
1868,10194,Ford,438.0,1426123
1869,14613,Daewoo,250.0,1527417
1870,474,KIA,193.0,1690354
1871,1604,BMW,428.0,2546146
1872,2094,KIA,108.0,3827045
1874,19309,Nissan,386.0,3396601
1875,10686,KIA,325.0,3452560
1877,15617,Ford,127.0,593050
1878,15631,Subaru,95.0,1910860
1879,6929,BMW,167.0,259931
1881,10532,LADA,162.0,2410859
1882,7692,Nissan,201.0,276774
1883,4666,Subaru,82.0,1707136
1885,7838,Daewoo,72.0,2121837
1886,10222,LADA,186.0,1182198
1887,5884,BMW,202.0,1561129
1888,12723,KIA,285.0,873803
1891,6225,Nissan,77.0,2641896
1893,10940,BMW,394.0,2436594
1894,19447,Toyota,299.0,825508
1895,1766,KIA,114.0,3264096
1896,2018,Audi,116.0,1223790
1897,6438,Toyota,334.0,3551980
1898,4251,Subaru,159.0,3710459
1899,19205,BMW,283.0,2906630
1900,10533,Ford,173.0,324165
1901,3050,Ford,341.0,2068440
1902,11932,Daewoo,324.0,3877451
1903,9725,LADA,212.0,1861197
1904,1205,KIA,112.0,2781887
1906,10473,Daewoo,199.0,2184312
1907,16535,Nissan,118.0,3816098
1908,18735,Mercedez-Benz,310.0,427951
1909,12091,KIA,316.0,3721870
1910,17324,Mercedez-Benz,169.0,2220569
1912,13158,Subaru,279.0,3469620
1913,6885,Nissan,197.0,3389621
1915,5422,Subaru,326.0,2028897
1917,11731,Ford,385.0,2203627
1918,16284,Daewoo,381.0,3666612
1920,19585,KIA,108.0,2391044
1921,8429,Audi,236.0,3936729
1922,1199,Subaru,315.0,2419390
1924,4161,Mercedez-Benz,78.0,3074986
1926,390,Subaru,324.0,553618
1927,9708,Infiniti,344.0,846808
1928,5869,Ford,261.0,3918247
1929,19354,Nissan,356.0,1748338
1930,18111,Toyota,149.0,3609920
1932,17236,KIA,201.0,914502
1933,16827,Nissan,150.0,1913550
1934,573,BMW,73.0,312388
1935,12232,Infiniti,264.0,3285730
1936,9111,Mercedez-Benz,325.0,1370485
1937,1780,KIA,76.0,1011786
1938,4236,Infiniti,413.0,998892
1940,9790,Infiniti,370.0,1345226
1941,9765,Mercedez-Benz,194.0,306872
1942,10901,LADA,277.0,3502123
1944,10982,Daewoo,182.0,1614878
1945,7461,Mercedez-Benz,220.0,3864617
1946,9396,Mercedez-Benz,343.0,2146836
1947,6058,BMW,251.0,201565
1948,3001,KIA,225.0,214900
1949,12802,Infiniti,279.0,438337
1950,12225,Mercedez-Benz,188.0,3621929
1951,19225,BMW,406.0,3493822
1952,7005,LADA,124.0,376632
1954,6186,Mercedez-Benz,417.0,1475136
1956,3482,Daewoo,293.0,3012506
1957,16215,Toyota,251.0,2555077
1958,7047,KIA,156.0,3331844
1959,19789,LADA,147.0,1931495
1962,10716,Ford,119.0,2879642
1964,9404,Audi,223.0,374489
1965,1323,Subaru,120.0,2212174
1966,14395,KIA,251.0,1590986
1967,19094,LADA,460.0,2192163
1970,17354,Subaru,192.0,3428443
1971,8696,LADA,453.0,334709
1972,16296,BMW,182.0,398969
1973,6873,Audi,491.0,2533055
1974,4095,Infiniti,85.0,3114164
1975,6054,LADA,144.0,1463723
1976,13748,Ford,398.0,882264
1977,12203,Audi,428.0,2341441
1978,14837,LADA,430.0,1207066
1979,17436,Nissan,492.0,1400633
1981,12622,Infiniti,479.0,1005934
1982,16549,LADA,162.0,298734
1983,12481,LADA,126.0,584481
1985,11006,KIA,130.0,561880
1986,17084,Infiniti,166.0,3884218
1988,4009,LADA,266.0,2983057
1989,19120,Ford,495.0,3076170
1990,13968,Infiniti,321.0,1215307
1991,11687,Nissan,285.0,2868033
1992,6950,Nissan,300.0,1599853
1993,490,Subaru,210.0,3173740
1994,2211,LADA,314.0,3060224
1995,8866,Daewoo,498.0,2437912
1997,14888,Audi,405.0,3152873
1998,67,Ford,322.0,1012405
1999,13854,BMW,205.0,2367355
2000,7338,Infiniti,312.0,3148163
2001,1822,LADA,303.0,2567013
2003,17371,Ford,448.0,482923
2004,1225,LADA,210.0,3248513
2005,4920,Nissan,432.0,2492166
2006,9292,LADA,89.0,3103468
2007,18370,Daewoo,201.0,2026510
2008,3610,Nissan,408.0,650351
2009,11901,BMW,242.0,1572961
2010,3044,Audi,77.0,2695353
2011,19237,Nissan,399.0,1868145
2012,4659,Nissan,180.0,2795072
2014,11613,Nissan,474.0,1610784
2016,9841,Daewoo,254.0,3569249
2017,8512,BMW,174.0,1839834
2018,2061,Audi,434.0,3982194
2019,17683,Ford,427.0,229637
2020,14298,Toyota,491.0,3175206
2021,15476,Mercedez-Benz,275.0,2397816
2022,5084,Daewoo,434.0,1267243
2023,1580,KIA,431.0,2265283
2024,11075,Ford,100.0,2536172
2025,19972,Infiniti,364.0,250486
2026,7598,Toyota,490.0,3033050
2027,14714,Audi,223.0,1689321
2028,8215,Toyota,75.0,3987658
2029,244,Audi,350.0,674107
2030,11791,Mercedez-Benz,333.0,2480092
2031,16192,Infiniti,330.0,1013209
2032,12437,Toyota,286.0,3628354
2033,16526,Ford,486.0,2253789
2034,9089,Nissan,422.0,3010721
2036,8295,BMW,378.0,3381868
2037,11577,Nissan,456.0,233175
2038,19965,Infiniti,232.0,318634
2039,11781,Subaru,97.0,2601398
2041,7914,Toyota,346.0,2638180
2044,3323,Nissan,440.0,1691078
2045,4377,Subaru,402.0,3590411
2046,16069,Ford,260.0,2584364
2048,19316,Subaru,267.0,3704124
2049,1153,Toyota,363.0,1825642
2050,3141,Nissan,315.0,2522757
2052,3073,BMW,297.0,3549379
2053,4805,LADA,111.0,2292068
2055,11023,Nissan,179.0,2894189
2056,10814,BMW,272.0,3579968
2057,9877,KIA,464.0,272871
2058,15763,Infiniti,465.0,3374034
2059,1860,Daewoo,322.0,3150745
2060,15528,BMW,105.0,1321901
2062,2214,KIA,74.0,927182
2063,10921,KIA,473.0,2406763
2064,13997,Mercedez-Benz,279.0,1682534
2065,6142,Toyota,248.0,640771
2066,6482,LADA,342.0,2489508
2067,13627,Subaru,211.0,3809718
2068,80,KIA,346.0,1500513
2069,13386,BMW,153.0,1620478
2070,5409,Ford,303.0,3565404
2071,11626,LADA,251.0,1430981
2072,12194,Nissan,109.0,3882515
2074,9474,Mercedez-Benz,297.0,3693012
2075,18601,BMW,441.0,391576
2076,11267,Daewoo,442.0,504224
2077,9523,Subaru,203.0,3381310
2079,15544,Daewoo,237.0,2725708
2080,16830,LADA,206.0,1035386
2081,19453,BMW,254.0,2910699
2082,10630,BMW,379.0,3240828
2083,18089,LADA,499.0,1203800
2084,3917,Subaru,276.0,2659785
2085,1472,Ford,474.0,314180
2087,17408,Daewoo,177.0,1841385
2089,12967,Mercedez-Benz,406.0,495364
2090,4303,Mercedez-Benz,162.0,1198394
2091,10805,Subaru,379.0,2690987
2092,11604,Audi,388.0,3661766
2093,15590,Audi,174.0,3414419
2094,3305,Mercedez-Benz,241.0,1541447
2096,9833,Subaru,327.0,2331712
2097,2954,Daewoo,481.0,966508
2098,14689,Toyota,290.0,3177909
2099,4129,Daewoo,96.0,3324205
2100,11372,Infiniti,253.0,2510039
2101,9877,BMW,271.0,465567
2102,9023,Daewoo,322.0,3722823
2103,2495,BMW,184.0,1588275
2104,9528,Nissan,171.0,2802053
2105,15583,Toyota,147.0,523168
2107,16717,Audi,404.0,2332932
2108,8518,Nissan,350.0,3896288
2109,11917,BMW,149.0,2289392
2110,10782,KIA,86.0,3165789
2111,17201,Mercedez-Benz,80.0,1015997
2112,8894,Ford,404.0,1588947
2113,4826,Toyota,265.0,2831977
2116,5319,Ford,266.0,2664235
2117,19953,LADA,248.0,1294371
2118,6707,Toyota,320.0,841279
2119,5582,Ford,487.0,1665259
2120,15074,Daewoo,434.0,2259557
2121,17401,Audi,102.0,3477559
2122,7122,Subaru,421.0,1967921
2123,15064,BMW,276.0,1662514
2124,13866,Audi,115.0,3341896
2125,17848,BMW,240.0,1983524
2126,13309,BMW,143.0,3380717
2128,8977,Toyota,367.0,1502445
2129,5836,Subaru,334.0,1197500
2130,11455,Toyota,202.0,3776487
2131,614,Audi,78.0,2673213
2132,17530,Audi,179.0,3116167
2134,3174,Subaru,349.0,2862555
2135,6501,KIA,151.0,3556251
2138,6449,BMW,164.0,2163694
2139,3312,Ford,411.0,3545742
2140,7888,KIA,428.0,233560
2141,17562,BMW,152.0,2430343
2142,17347,Daewoo,148.0,405956
2143,11824,KIA,470.0,3390086
2144,2604,BMW,99.0,3782352
2145,18613,Infiniti,495.0,1931242
2146,4780,Ford,87.0,311091
2147,6430,LADA,170.0,281316
2149,8176,Toyota,249.0,1162608
2150,1061,Toyota,252.0,3680193
2151,6135,Toyota,435.0,676905
2152,2848,KIA,377.0,3416570
2153,7665,Subaru,476.0,3135417
2154,13506,BMW,458.0,1002973
2155,8485,Subaru,94.0,2995533
2156,9144,BMW,78.0,3807558
2159,6898,KIA,185.0,1736819
2160,14802,Ford,94.0,309772
2161,15272,Toyota,111.0,1882982
2162,17677,Mercedez-Benz,471.0,2555299
2163,5105,Mercedez-Benz,281.0,421673
2165,1052,BMW,231.0,1616459
2166,17020,LADA,245.0,2330960
2167,8298,Infiniti,219.0,1205597
2170,16032,Mercedez-Benz,331.0,1036963
2171,12173,Nissan,411.0,580264
2174,11595,KIA,363.0,1497994
2175,3124,BMW,260.0,1485990
2176,9438,Infiniti,185.0,1669818
2177,15367,Mercedez-Benz,304.0,2798987
2178,15092,BMW,478.0,3967895
2179,19567,KIA,348.0,3065639
2180,19949,Ford,491.0,3824276
2181,5519,Toyota,157.0,3257425
2182,1732,Audi,167.0,298538
2183,4273,LADA,274.0,1960053
2184,19916,Toyota,284.0,3281836
2185,1317,Daewoo,107.0,600605
2186,16636,Subaru,485.0,1502149
2187,8718,Ford,172.0,3339499
2188,14345,Toyota,254.0,2273385
2189,19216,Infiniti,200.0,3232809
2190,18299,Toyota,283.0,1292892
2191,12642,LADA,309.0,2433232
2192,2906,Toyota,461.0,3350987
2193,2555,Daewoo,328.0,3479208
2194,7854,Ford,163.0,815615
2195,14247,Infiniti,344.0,3109556
2196,2567,Subaru,181.0,1948432
2197,19310,Audi,177.0,492583
2199,19105,Mercedez-Benz,147.0,2433558
2202,11481,Nissan,322.0,3077035
2203,12490,Nissan,434.0,2796169
2206,18758,BMW,92.0,490500
2207,4181,Toyota,126.0,3799182
2209,12245,Toyota,258.0,524879
2210,17422,Infiniti,169.0,3103923
2211,19995,Subaru,124.0,1639069
2212,6942,KIA,387.0,2861387
2213,19292,BMW,127.0,3449048
2214,5065,Ford,477.0,2922372
2215,10659,Daewoo,369.0,2514148
2216,8450,BMW,184.0,3494501
2220,17805,Audi,101.0,2201416
2221,5682,KIA,81.0,1513555
2222,13170,Subaru,200.0,985566
2224,3736,Infiniti,190.0,1528130
2225,15889,Daewoo,151.0,2983391
2226,5188,Toyota,421.0,1227796
2227,18990,Infiniti,98.0,1231215
2228,14608,Daewoo,227.0,1648354
2231,18867,Ford,253.0,3115247
2232,17423,Infiniti,345.0,3654925
2233,3157,KIA,71.0,3125758
2234,4232,Ford,216.0,600990
2235,13138,KIA,435.0,3136897
2236,6384,Audi,362.0,1808912
2239,13862,Daewoo,329.0,678288
2240,13953,Mercedez-Benz,93.0,3369296
2242,14164,Nissan,379.0,2826039
2243,11320,Mercedez-Benz,357.0,3190714
2245,4880,Toyota,152.0,258066
2248,19235,Subaru,127.0,691907
2249,17433,KIA,250.0,1703052
2251,9412,Toyota,466.0,2424051
2252,6779,KIA,474.0,436410
2253,1429,KIA,141.0,2175093
2254,15321,Audi,318.0,3983377
2255,19131,Ford,319.0,284406
2256,19836,Audi,365.0,3035407
2257,5056,LADA,206.0,1499975
2258,4279,Mercedez-Benz,174.0,2168532
2259,5526,Daewoo,158.0,1984766
2262,10961,Subaru,239.0,2513629
2263,19605,KIA,128.0,2597353
2264,18278,Daewoo,184.0,3927301
2265,2431,Nissan,129.0,1703968
2266,7380,KIA,160.0,1895811
2267,2091,Ford,74.0,2520522
2268,191,Audi,306.0,624036
2269,8624,Subaru,334.0,3015041
2270,13958,Mercedez-Benz,495.0,2197542
2271,10581,KIA,76.0,3418500
2272,17043,Daewoo,239.0,3111692
2273,12152,Ford,487.0,3844256
2274,19562,Infiniti,333.0,3947685
2275,11607,Mercedez-Benz,316.0,2182790
2276,877,BMW,140.0,3852048
2277,3865,LADA,218.0,2984165
2278,8823,Ford,495.0,1261585
2279,3907,Ford,212.0,2921659
2280,17601,KIA,402.0,1791085
2281,234,BMW,89.0,2109278
2282,2160,Toyota,285.0,1108911
2283,12527,Nissan,167.0,1728084
2284,255,Nissan,278.0,2898062
2285,1180,LADA,356.0,3784531
2286,586,Ford,403.0,2957557
2287,11793,Toyota,403.0,1244864
2288,10099,Subaru,73.0,376052
2291,9408,Infiniti,380.0,995034
2292,1436,BMW,146.0,3681223
2293,2219,Audi,263.0,3699168
2294,8212,Infiniti,212.0,3134954
2295,8,Subaru,274.0,584493
2296,7802,Nissan,242.0,2583983
2297,4974,Toyota,147.0,1724655
2298,9652,BMW,339.0,3198423
2299,2327,Mercedez-Benz,173.0,3732247
2300,19710,BMW,219.0,2754620
2301,13739,KIA,269.0,3290269
2303,18053,Ford,420.0,3765464
2304,825,Mercedez-Benz,84.0,2243578
2306,19215,Subaru,299.0,2521079
2307,19434,BMW,129.0,3040325
2308,12620,Infiniti,483.0,2283247
2309,13773,Audi,252.0,2987022
2310,13487,Mercedez-Benz,198.0,3247074
2311,9691,Subaru,488.0,2298614
2312,9919,Audi,292.0,3887131
2313,6396,LADA,173.0,1461162
2315,5105,Mercedez-Benz,268.0,3887385
2316,16885,Mercedez-Benz,93.0,2894478
2318,9951,Infiniti,382.0,1985322
2319,15485,KIA,455.0,666333
2320,14001,Nissan,172.0,1076069
2321,12496,Infiniti,206.0,2705598
2322,3859,Infiniti,255.0,1165129
2323,8751,LADA,225.0,1586751
2325,10405,Mercedez-Benz,233.0,1845205
2326,8064,Ford,114.0,581463
2327,17200,LADA,278.0,1435782
2328,9124,LADA,433.0,3582442
2329,6597,Mercedez-Benz,466.0,3981220
2330,12413,Mercedez-Benz,417.0,1679851
2331,553,Audi,419.0,693432
2332,12960,Nissan,411.0,3291592
2334,9953,Daewoo,335.0,306352
2335,2249,BMW,366.0,991327
2336,18793,Subaru,390.0,1253406
2337,12509,Mercedez-Benz,197.0,1927911
2338,1137,Ford,228.0,813444
2339,4018,Infiniti,124.0,2896327
2340,323,Mercedez-Benz,308.0,1264262
2341,16588,Toyota,209.0,3675279
2342,15042,Daewoo,336.0,1662629
2343,16178,Mercedez-Benz,267.0,1177449
2344,343,Audi,198.0,3539722
2345,15766,Ford,215.0,2816895
2347,1592,Audi,319.0,468472
2348,19146,Nissan,155.0,2127573
2349,224,Infiniti,208.0,492795
2351,13265,Audi,142.0,1723415
2353,11457,Toyota,491.0,3805695
2354,243,KIA,479.0,1116648
2355,15060,Subaru,239.0,292947
2356,7098,Subaru,179.0,1896731
2357,13775,Subaru,312.0,1056486
2358,19160,Infiniti,257.0,332139
2359,18910,Daewoo,147.0,3791219
2360,9955,Subaru,192.0,2923510
2361,13467,Ford,355.0,2462914
2363,10002,Ford,201.0,847102
2364,13013,Ford,125.0,2956906
2365,16860,Infiniti,299.0,941396
2366,1962,Infiniti,253.0,612635
2367,15641,Subaru,314.0,1707849
2368,8265,Mercedez-Benz,372.0,3677598
2369,4744,Mercedez-Benz,288.0,752282
2371,18325,Ford,399.0,386193
2372,18193,Nissan,181.0,1464626
2373,11463,KIA,224.0,3710762
2374,7970,Nissan,269.0,2909025
2375,10611,Toyota,477.0,2322881
2376,10951,Ford,394.0,340156
2377,4312,Nissan,326.0,3164174
2379,19311,Toyota,73.0,858879
2381,2269,LADA,225.0,2619446
2382,14368,KIA,311.0,1222732
2383,3729,Audi,384.0,3568706
2384,10004,Audi,420.0,1780241
2386,4052,Infiniti,382.0,2787046
2387,10114,LADA,227.0,2704255
2388,11335,Audi,467.0,1227170
2389,13207,Ford,457.0,2179188
2390,17170,Daewoo,413.0,3046608
2391,4797,Subaru,244.0,454963
2393,12139,Infiniti,84.0,527264
2394,12912,LADA,349.0,1724494
2396,1164,Ford,94.0,3785435
2399,11590,Ford,172.0,535711
2401,1513,BMW,162.0,2483156
2402,2415,Subaru,351.0,543520
2403,4338,Daewoo,283.0,1351946
2404,4620,Ford,447.0,1751466
2407,3739,Ford,273.0,3612021
2408,1937,Nissan,335.0,1026398
2410,14229,Toyota,72.0,1906783
2411,392,BMW,358.0,296304
2412,8824,BMW,429.0,3556255
2413,7490,Ford,479.0,590345
2414,11713,BMW,409.0,2439555
2415,11378,BMW,424.0,3286250
2416,3710,KIA,272.0,3592624
2417,15244,Ford,229.0,3541312
2418,613,Nissan,71.0,892587
2419,4380,Nissan,296.0,3439443
2420,10479,Nissan,244.0,2088730
2421,9954,Audi,479.0,2591410
2423,1128,KIA,157.0,1527327
2425,7422,Nissan,498.0,3462891
2426,17953,Infiniti,335.0,1812482
2427,6294,Infiniti,232.0,643060
2428,6150,Toyota,360.0,3662672
2429,17472,Daewoo,216.0,1691048
2430,17301,Daewoo,79.0,1673732
2432,13951,BMW,132.0,1109543
2433,1422,Audi,347.0,1838966
2435,650,Mercedez-Benz,123.0,570800
2436,3824,Subaru,387.0,1608539
2438,5115,Ford,300.0,2723019
2439,13403,KIA,300.0,1613528
2440,5435,BMW,226.0,1072940
2442,13568,Toyota,150.0,3655233
2443,13505,Audi,333.0,1746983
2444,16891,Daewoo,248.0,1578885
2445,19148,Subaru,87.0,3929072
2446,18993,Audi,328.0,1040899
2447,12484,Toyota,297.0,1999523
2448,13788,KIA,340.0,2276838
2449,15111,KIA,93.0,2128948
2450,608,KIA,181.0,2749669
2451,5003,KIA,125.0,3145703
2452,10010,Infiniti,493.0,2614763
2454,2898,Infiniti,475.0,1114237
2455,15697,Subaru,204.0,707022
2456,14684,Nissan,473.0,3861557
2457,18045,Ford,469.0,2648589
2458,9202,LADA,274.0,3772022
2460,7078,BMW,144.0,3176292
2461,881,LADA,165.0,2440309
2462,14919,Toyota,272.0,2784784
2463,5936,LADA,98.0,2234609
2464,2753,Nissan,100.0,1314742
2465,9359,Audi,269.0,2440286
2466,12336,Mercedez-Benz,255.0,2869134
2467,3086,Mercedez-Benz,445.0,1670343
2468,19428,BMW,472.0,1452508
2469,19728,Mercedez-Benz,85.0,2353761
2470,5573,Toyota,452.0,3664231
2471,16669,KIA,334.0,202055
2472,152,Daewoo,155.0,2286392
2473,16186,Infiniti,164.0,2504707
2474,965,BMW,408.0,2382633
2475,11436,BMW,139.0,1749324
2477,1542,Mercedez-Benz,364.0,223885
2479,18765,Ford,312.0,3867730
2480,15791,Toyota,189.0,2918282
2481,18148,LADA,269.0,2933135
2482,2402,Toyota,306.0,3747868
2483,12221,Daewoo,150.0,202651
2484,19910,Infiniti,238.0,3057484
2486,8046,BMW,246.0,461120
2487,17737,Mercedez-Benz,481.0,2461017
2488,11799,Daewoo,240.0,2821647
2489,2243,KIA,447.0,3784822
2490,19030,KIA,389.0,3457727
2491,10761,Toyota,407.0,3672648
2492,2681,Ford,317.0,2820236
2494,16258,KIA,448.0,3996605
2495,17939,Nissan,300.0,2441745
2496,3010,Mercedez-Benz,371.0,3123542
2497,902,Mercedez-Benz,101.0,1692331
2498,13346,Audi,276.0,2787715
2499,16059,Daewoo,332.0,381727
2500,6894,LADA,290.0,1067907
2501,15024,Mercedez-Benz,145.0,651441
2502,18111,Audi,284.0,2888546
2503,18798,LADA,261.0,3207813
2504,1771,Ford,414.0,3446820
2505,18979,Subaru,121.0,3037350
2506,7506,LADA,301.0,1181907
2507,312,Mercedez-Benz,148.0,2707041
2508,17308,Ford,136.0,3039035
2509,14173,Infiniti,304.0,769946
2510,7626,BMW,442.0,3628330
2511,13380,Mercedez-Benz,329.0,3304259
2512,15492,Infiniti,427.0,3420519
2514,4654,Mercedez-Benz,414.0,825269
2515,17350,LADA,112.0,2228311
2516,6672,Subaru,250.0,2998547
2517,15486,Infiniti,356.0,3341273
2518,18755,Ford,292.0,351252
2519,7970,BMW,118.0,2145330
2520,18079,Subaru,311.0,3519022
2522,4866,Toyota,102.0,3798233
2523,16464,Nissan,192.0,727045
2524,8997,Infiniti,137.0,729118
2525,9625,LADA,493.0,2784746
2526,13178,Daewoo,91.0,3470525
2527,12253,Nissan,72.0,2864364
2528,15402,Ford,252.0,3877650
2529,2845,Subaru,180.0,676435
2532,3704,BMW,260.0,1572663
2533,4919,Daewoo,99.0,2144609
2534,4343,Toyota,386.0,1013626
2535,8014,LADA,418.0,316528
2537,15729,Subaru,341.0,3112925
2538,11795,Toyota,261.0,1728564
2539,13459,Nissan,268.0,3098631
2540,14544,KIA,331.0,2521854
2542,15525,Subaru,189.0,1289122
2543,13977,Infiniti,413.0,469874
2544,19262,Infiniti,231.0,399625
2546,19452,KIA,427.0,1575152
2547,5963,Ford,444.0,1080738
2548,9593,Mercedez-Benz,365.0,3473186
2549,7991,Ford,135.0,1563300
2550,9445,KIA,96.0,3679172
2551,9348,Mercedez-Benz,133.0,2775055
2553,17660,Daewoo,431.0,1712345
2554,807,Daewoo,391.0,2820684
2555,4773,Nissan,206.0,473705
2556,8171,Daewoo,308.0,2307949
2557,4169,Ford,89.0,974168
2558,14428,Infiniti,218.0,849749
2560,724,Mercedez-Benz,306.0,2581869
2561,7666,Infiniti,213.0,2988748
2562,11254,Toyota,224.0,368982
2563,15381,LADA,235.0,1567637
2564,7499,Mercedez-Benz,321.0,2029987
2565,9230,Infiniti,105.0,2220223
2566,2633,Subaru,231.0,3430119
2567,1333,Toyota,413.0,2087280
2568,2821,Infiniti,466.0,1053502
2569,6683,Toyota,188.0,695161
2570,11735,Subaru,435.0,3199465
2571,6174,Ford,497.0,1792469
2573,15941,Nissan,405.0,2364481
2574,8980,LADA,206.0,2182442
2575,6609,Daewoo,425.0,3730671
2576,6446,Toyota,412.0,2113760
2577,13384,KIA,217.0,2338928
2578,17020,Ford,321.0,554144
2580,11705,BMW,375.0,1565862
2581,18867,Ford,411.0,3355151
2584,8714,Mercedez-Benz,308.0,1827551
2585,9179,Audi,419.0,1158937
2586,18847,KIA,132.0,1299918
2588,3736,Infiniti,425.0,1629735
2589,6250,Daewoo,165.0,846945
2591,512,Infiniti,452.0,290906
2592,14154,Subaru,365.0,2421584
2593,16110,Subaru,462.0,1403515
2595,13954,Nissan,159.0,3345889
2596,9458,BMW,182.0,1702401
2597,16732,Subaru,354.0,285003
2598,18621,Ford,260.0,696346
2599,11219,Subaru,344.0,2702424
2601,6021,Infiniti,235.0,2437182
2602,6297,LADA,274.0,2223739
2603,19011,Audi,202.0,1408336
2604,12705,BMW,421.0,1410178
2605,19352,Nissan,390.0,2720499
2606,5563,Daewoo,284.0,3281328
2607,16802,Mercedez-Benz,137.0,3489225
2608,19520,Audi,162.0,327267
2609,9661,KIA,489.0,1236592
2610,6588,Infiniti,102.0,2387281
2611,1125,Daewoo,226.0,3008885
2612,19848,Ford,321.0,2895563
2614,16882,Nissan,274.0,1744188
2615,17843,Daewoo,149.0,414594
2616,274,Mercedez-Benz,280.0,813305
2617,6246,Daewoo,273.0,1621986
2618,477,Mercedez-Benz,381.0,970953
2619,9188,Ford,192.0,2751355
2620,2185,Subaru,188.0,303560
2622,10772,KIA,259.0,3390134
2623,290,Ford,381.0,1869585
2625,11667,Nissan,163.0,2659790
2626,16214,Toyota,253.0,1505050
2627,3975,Ford,259.0,582418
2628,6549,Ford,395.0,2428568
2629,12331,BMW,480.0,3053473
2630,19104,Toyota,494.0,1761537
2632,19597,LADA,124.0,2398244
2633,9281,Mercedez-Benz,466.0,2606419
2635,9388,Daewoo,221.0,2631666
2636,1103,LADA,86.0,1722357
2637,11878,KIA,263.0,3888041
2638,16159,Audi,499.0,3866692
2639,17822,Toyota,175.0,1928078
2641,13516,Ford,207.0,1237876
2642,14506,Toyota,150.0,1453526
2644,1534,Mercedez-Benz,397.0,2299674
2645,10128,Toyota,347.0,2824289
2646,3753,Daewoo,354.0,2823722
2647,14019,LADA,217.0,2254602
2648,904,LADA,475.0,2499510
2650,18208,BMW,360.0,491221
2651,7631,Infiniti,234.0,2400393
2652,1232,Infiniti,187.0,584111
2653,3851,Daewoo,331.0,1613509
2654,1369,Infiniti,372.0,1790992
2655,10400,Mercedez-Benz,202.0,531714
2656,602,Daewoo,237.0,2559642
2658,19006,Toyota,157.0,1820767
2659,16281,Mercedez-Benz,293.0,3437266
2661,9864,Ford,482.0,1748525
2662,9503,Daewoo,153.0,1640987
2664,15496,BMW,352.0,3328800
2665,18229,Subaru,262.0,691349
2666,5222,Toyota,322.0,2436089
2667,19593,Infiniti,207.0,3424326
2670,17838,Nissan,211.0,2960031
2671,8817,LADA,364.0,3970121
2672,6028,Subaru,101.0,1575959
2673,5530,Ford,225.0,238349
2674,10597,Infiniti,490.0,2676919
2675,11382,Mercedez-Benz,210.0,230466
2676,13408,Subaru,151.0,3832764
2679,3148,Nissan,94.0,1390862
2680,526,BMW,495.0,3915546
2681,5967,Subaru,222.0,1494404
2682,18189,KIA,340.0,428227
2683,16205,Audi,293.0,2781436
2684,960,Audi,299.0,2411651
2685,8633,BMW,420.0,662104
2686,13831,KIA,373.0,2608398
2687,17965,KIA,403.0,2067122
2688,16559,Mercedez-Benz,456.0,3387694
2689,349,Mercedez-Benz,247.0,1523185
2690,8446,Ford,320.0,2562273
2691,15951,Daewoo,333.0,3739062
2693,16217,Audi,398.0,3285258
2694,2723,Toyota,405.0,781787
2695,6483,BMW,264.0,1963496
2696,17760,KIA,368.0,2528380
2699,811,Ford,264.0,3016047
2700,17883,Daewoo,470.0,1719209
2701,10322,KIA,249.0,1425787
2702,3627,KIA,385.0,497429
2703,18157,Daewoo,432.0,1029742
2705,17052,Nissan,314.0,751723
2706,241,Ford,83.0,237201
2707,4393,Mercedez-Benz,120.0,2069886
2708,18393,Ford,120.0,2090405
2709,14496,Toyota,282.0,2386534
2710,16050,Toyota,322.0,1172749
2711,11062,Daewoo,388.0,2687304
2712,605,Infiniti,82.0,3695113
2715,19151,LADA,367.0,3173192
2716,2769,BMW,411.0,2097442
2717,4782,Audi,387.0,3607215
2718,5004,LADA,205.0,3546516
2719,15381,Toyota,196.0,2421263
2720,8985,Infiniti,373.0,2853214
2721,14291,Toyota,212.0,869838
2722,13077,Nissan,443.0,3256555
2724,9798,KIA,477.0,2310770
2725,3610,Audi,390.0,2425237
2726,15693,Daewoo,324.0,815599
2727,9884,KIA,250.0,2790104
2731,7271,Infiniti,458.0,794953
2734,13943,Toyota,106.0,630858
2735,13641,Ford,369.0,715099
2736,10188,Nissan,494.0,1728946
2737,1462,Nissan,414.0,2482400
2738,3565,Subaru,382.0,2516620
2739,7765,BMW,206.0,1133745
2740,11681,BMW,468.0,1086511
2741,18954,Nissan,457.0,1838490
2742,19497,KIA,152.0,1530866
2743,4593,Mercedez-Benz,218.0,897055
2744,13463,Ford,227.0,2733262
2746,8138,Subaru,119.0,3461801
2747,11975,LADA,450.0,2857157
2748,6990,Toyota,367.0,1711613
