ID,ID_person,Square,Rooms,Price
1214,3874,81,4.0,30537
1216,16183,118,5.0,38704
1217,6087,56,2.0,11368
1219,1935,99,4.0,31680
1220,2013,45,2.0,9900
1221,9747,51,2.0,16167
1223,13698,42,2.0,14070
1227,1034,107,6.0,38841
1228,11870,122,5.0,27084
1229,13756,43,1.0,10965
1230,8813,77,3.0,19558
1231,12822,39,2.0,15249
1233,17636,47,2.0,14100
1234,18647,118,6.0,31624
1236,2300,42,1.0,12096
1239,11051,76,4.0,27816
1240,6396,72,3.0,27072
1241,17630,42,2.0,9366
1242,13639,102,6.0,32436
1244,5181,75,4.0,27900
1245,11373,116,4.0,32944
1246,10767,43,2.0,17114
1247,17168,63,3.0,23688
1248,7918,85,3.0,27880
1249,2493,57,2.0,22458
1250,9082,52,2.0,20540
1251,1779,101,6.0,35451
1252,10731,90,3.0,31500
1253,18066,100,5.0,20100
1254,11689,51,3.0,11985
1255,956,93,6.0,24831
1256,6941,84,4.0,21000
1257,2500,116,5.0,42224
1258,15467,80,3.0,25840
1260,13250,55,2.0,13750
1261,11589,81,3.0,28836
1262,1950,76,4.0,26904
1263,11039,35,2.0,12040
1264,1980,70,3.0,27230
1265,2025,118,6.0,25252
1266,17385,106,4.0,23320
1267,4420,97,4.0,27742
1270,19358,98,6.0,31262
1271,11584,39,1.0,14430
1272,559,55,2.0,11715
1273,14395,123,5.0,34932
1274,604,46,2.0,14168
1276,9736,118,5.0,31270
1277,18070,87,3.0,19662
1279,16787,69,4.0,20769
1280,11802,86,3.0,19264
1281,17119,50,2.0,12000
1282,15163,94,3.0,34498
1283,10037,54,2.0,15984
1285,10012,86,4.0,24510
1286,10101,46,3.0,15962
1287,14788,128,5.0,37504
1288,10037,38,1.0,14630
1290,9372,119,7.0,23800
1291,6576,88,4.0,24024
1292,12106,115,7.0,40710
1293,15127,87,4.0,25839
1294,917,63,3.0,13986
1295,14809,85,4.0,33490
1298,9452,111,6.0,31302
1299,8475,42,1.0,9198
1300,12471,48,2.0,12000
1301,4552,35,2.0,13720
1302,13557,32,2.0,12608
1303,9992,105,5.0,29715
1305,10816,124,7.0,47492
1306,8434,67,2.0,19229
1307,11542,34,2.0,6936
1308,9677,114,7.0,30666
1309,13800,101,6.0,27371
1310,5651,50,2.0,13450
1311,18956,82,4.0,25666
1312,13459,37,1.0,14430
1314,17162,100,5.0,33400
1315,2978,31,1.0,10757
1316,9209,99,6.0,33561
1317,15716,100,5.0,24600
1318,8487,86,4.0,33970
1320,11504,78,3.0,17004
1321,14493,103,6.0,26059
1322,12089,85,5.0,26775
1324,15196,126,6.0,43218
1325,17079,115,6.0,31050
1326,5094,94,4.0,31866
1327,10594,52,3.0,19344
1328,15816,93,4.0,27714
1329,2348,120,5.0,24720
1330,10975,30,1.0,10680
1331,11621,54,2.0,18360
1332,6043,58,2.0,14616
1334,9775,62,4.0,24180
1335,14930,72,4.0,17424
1336,13973,78,4.0,22230
1337,6478,116,7.0,41064
1338,5055,51,3.0,16575
1339,17828,118,6.0,46964
1340,11063,70,3.0,25900
1341,16882,41,2.0,14965
1342,18348,46,2.0,15732
1343,4902,125,7.0,35500
1344,15609,65,3.0,16250
1345,13064,41,2.0,14063
1346,12570,121,7.0,27104
1347,91,91,5.0,30485
1348,19813,90,4.0,25830
1349,19164,129,5.0,51342
1350,8168,67,3.0,25594
1351,6866,64,3.0,18112
1352,16353,56,3.0,18648
1354,18194,101,6.0,24947
1355,13229,62,3.0,15686
1357,14148,124,5.0,30008
1358,14925,70,3.0,24990
1360,10157,80,4.0,19760
1362,17057,81,3.0,21627
1363,11471,55,3.0,18150
1364,11763,121,5.0,24200
1365,10173,46,2.0,10902
1367,15832,112,4.0,36960
1369,9172,83,4.0,17430
1370,12342,109,4.0,37823
1371,14860,49,2.0,11368
1372,7176,45,2.0,13185
1373,4503,111,6.0,27417
1374,17206,84,5.0,23436
1375,13498,117,4.0,46566
1376,8621,67,2.0,16616
1377,2845,125,5.0,30875
1378,13190,89,3.0,27946
1379,16447,59,3.0,21830
1382,9193,115,6.0,28865
1383,2354,37,2.0,14430
1384,2828,47,2.0,17249
1385,19451,30,1.0,11490
1386,15453,65,3.0,21775
1387,5903,36,2.0,14148
1388,14871,55,2.0,15070
1389,8368,54,2.0,11016
1390,6080,114,7.0,29298
1392,3261,62,2.0,20708
1393,17610,64,2.0,19712
1394,18907,100,5.0,28400
1395,2637,121,5.0,42350
1396,6906,77,3.0,27258
1398,6525,30,1.0,11730
1399,12797,114,6.0,29640
1400,12857,58,2.0,13224
1401,4354,38,1.0,14022
1402,234,95,4.0,31825
1403,10634,57,3.0,22344
1404,1707,35,1.0,10815
1405,14340,98,5.0,34594
1406,6386,35,1.0,7350
1407,13181,104,5.0,32760
1408,7353,106,7.0,41658
1409,17888,95,4.0,26505
1410,16255,77,4.0,26796
1411,13476,121,5.0,41503
1414,16377,104,4.0,22880
1415,12131,96,4.0,27456
1416,6526,93,4.0,33108
1417,6030,63,2.0,17010
1418,15811,70,2.0,27160
1419,7959,119,6.0,42364
1421,6848,89,4.0,30794
1422,1859,123,5.0,28167
1423,3738,107,4.0,32100
1424,2689,77,5.0,29568
1425,5792,57,3.0,21774
1426,12019,59,3.0,12626
1427,11993,38,2.0,10982
1429,17815,87,3.0,21054
1430,16931,73,3.0,25915
1431,4457,129,6.0,44763
1432,789,122,5.0,27328
1433,10391,40,2.0,13080
1435,10074,60,2.0,18780
1436,7022,58,3.0,22330
1439,201,110,6.0,36410
1440,18416,69,3.0,23943
1441,9133,43,2.0,13717
1444,10699,88,4.0,26488
1445,18977,85,3.0,29750
1446,16409,129,7.0,43602
1447,5952,40,1.0,12760
1448,13041,124,7.0,42656
1450,12251,43,1.0,10922
1451,9327,48,2.0,17568
1452,5084,42,1.0,16464
1453,17708,31,1.0,11377
1455,11328,45,2.0,9270
1456,11793,73,4.0,16498
1457,18673,76,3.0,22116
1458,4985,51,2.0,16626
1459,12384,127,7.0,47244
1460,4598,120,5.0,40680
1461,16984,58,2.0,22272
1462,16251,67,3.0,14405
1463,11182,114,7.0,31692
1464,7422,82,3.0,19024
1465,10070,94,3.0,33746
1467,10589,65,4.0,14300
1468,2261,44,2.0,11968
1469,12948,44,2.0,14960
1471,8510,126,5.0,47502
1472,16961,104,6.0,34944
1473,13341,32,1.0,10112
1475,6046,50,2.0,19400
1476,4895,76,3.0,27360
1477,19865,41,2.0,13940
1478,15725,104,6.0,28080
1479,18558,62,3.0,19964
1480,17947,79,4.0,17380
1481,13051,35,2.0,7385
1482,18104,53,3.0,14416
1483,9699,91,5.0,27209
1484,10522,37,1.0,13727
1485,277,45,2.0,13995
1486,19512,55,2.0,20020
1487,5090,127,6.0,34036
1488,9068,34,1.0,7616
1489,14290,63,2.0,20979
1490,13598,99,6.0,29799
1492,6542,83,4.0,30959
1493,5235,61,4.0,20191
1494,16094,75,3.0,22650
1495,7715,76,4.0,29640
1496,9799,47,2.0,17343
1497,10195,112,4.0,44576
1498,8214,96,4.0,29280
1499,19358,80,4.0,28560
1500,9042,43,2.0,11094
1501,8877,100,5.0,21000
1502,6119,114,7.0,27018
1503,2312,117,7.0,30654
1504,13655,35,2.0,13860
1505,17682,124,5.0,42532
1506,14648,96,5.0,26208
1507,227,93,4.0,23529
1508,9263,122,5.0,36722
1509,8029,129,8.0,35991
1510,19221,76,3.0,17860
1511,7851,113,5.0,39324
1512,7947,102,6.0,28152
1513,3557,63,2.0,20601
1514,15942,79,3.0,16985
1516,11323,85,5.0,29325
1517,13065,84,3.0,16884
1519,1608,69,3.0,18630
1520,8605,119,5.0,28203
1521,13105,71,4.0,24637
1522,5639,82,4.0,25748
1523,11511,74,3.0,25456
1524,8228,116,6.0,33524
1525,18078,38,1.0,10488
1526,6052,30,1.0,10320
1527,8387,84,4.0,28980
1529,9488,48,2.0,15792
1531,1733,35,1.0,9170
1532,14609,76,4.0,22268
1533,15956,38,2.0,12122
1534,10683,80,3.0,26240
1535,2768,117,5.0,44343
1536,12844,39,1.0,11466
1537,13437,82,3.0,26568
1538,13404,59,2.0,18821
1539,16449,50,2.0,11650
1540,17846,114,6.0,31692
1541,9200,37,1.0,7696
1542,3982,50,2.0,13850
1543,7759,47,2.0,15322
1544,4820,77,3.0,27335
1545,13901,119,6.0,34034
1547,9809,106,4.0,31376
1548,680,120,5.0,28800
1549,5559,129,6.0,43602
1550,2313,74,3.0,29156
1552,220,42,2.0,11886
1554,12998,43,2.0,9417
1555,11077,93,4.0,20832
1556,11572,114,7.0,28614
1557,19999,94,5.0,21714
1558,15237,86,4.0,33024
1559,10244,95,6.0,32585
1560,9229,80,4.0,22320
1561,9920,110,5.0,34320
1562,12469,126,6.0,25956
1563,15096,68,4.0,23528
1564,4049,107,5.0,41195
1566,7012,74,3.0,29378
1567,3633,96,4.0,35040
1568,2882,96,5.0,32640
1569,17342,110,5.0,24090
1570,7850,35,1.0,10675
1571,16036,63,3.0,13356
1572,11482,121,8.0,27225
1573,18177,31,1.0,6758
1575,5026,34,1.0,6834
1576,16617,84,3.0,19572
1577,16211,129,5.0,33282
1579,9321,100,4.0,38800
1580,13096,94,4.0,36942
1581,895,39,2.0,10218
1582,12803,63,3.0,24759
1584,1736,62,3.0,12586
1585,8738,89,5.0,32574
1586,10630,103,5.0,32342
1587,9841,69,3.0,20493
1588,10119,44,2.0,15092
1589,5458,35,2.0,11200
1590,18916,86,4.0,26574
1591,13910,90,5.0,27720
1592,18509,44,2.0,13904
1593,16677,71,4.0,26625
1594,3293,52,2.0,14716
1595,9477,114,6.0,32946
1597,17804,53,3.0,20299
1599,8624,112,5.0,30688
1601,3278,94,6.0,27072
1602,3892,108,6.0,24732
1604,4357,31,1.0,9827
1605,19473,55,2.0,21065
1606,18378,62,4.0,22630
1607,19388,77,4.0,25179
1610,10440,111,4.0,26196
1611,7597,48,2.0,12672
1612,17356,41,2.0,12669
1613,7670,41,2.0,14596
1614,1609,106,7.0,24274
1615,16351,72,4.0,15480
1617,19120,119,7.0,31178
1620,6327,41,2.0,15252
1621,18350,39,2.0,10998
1622,14840,46,2.0,9798
1623,11695,118,4.0,40002
1624,452,57,2.0,17841
1625,14167,42,2.0,13188
1626,3559,33,2.0,12375
1627,17064,111,5.0,28971
1628,12037,35,1.0,7770
1629,12696,54,2.0,18198
1631,5753,49,2.0,10045
1632,3919,112,5.0,32032
1633,9945,129,5.0,37281
1634,2482,93,4.0,29202
1635,3958,43,2.0,9159
1636,9568,84,3.0,26292
1637,12289,90,5.0,30330
1638,8978,115,7.0,41630
1639,8996,90,5.0,30330
1640,17840,84,4.0,29988
1641,13385,114,6.0,25764
1642,8129,120,6.0,32520
1643,4937,66,2.0,23298
1644,410,67,3.0,14271
1645,9807,37,1.0,14615
1647,9760,62,2.0,16616
1648,6683,65,2.0,16250
1650,908,107,7.0,21935
1651,13532,109,5.0,34444
1652,9957,50,3.0,18000
1653,2232,82,3.0,27470
1655,6729,70,3.0,25060
1656,18903,47,2.0,10904
1657,17653,102,4.0,21114
1658,15558,126,7.0,44478
1659,7901,85,4.0,26095
1660,3445,91,4.0,24024
1661,11781,30,1.0,8070
1662,19157,84,4.0,25620
1663,231,124,6.0,33356
1665,2027,99,4.0,28314
1666,9594,113,6.0,24408
1668,6218,123,6.0,34317
1669,8765,105,6.0,35070
1670,4241,117,4.0,34164
1671,1139,84,4.0,31248
1672,17152,88,3.0,25432
1673,5669,66,3.0,19536
1674,13193,72,3.0,18288
1675,873,54,2.0,20250
1676,7153,94,6.0,20774
1677,6411,92,5.0,32292
1678,1378,112,6.0,34832
1679,9210,115,7.0,24265
1680,11403,91,4.0,32578
1681,3312,128,8.0,41472
1682,5769,101,5.0,23331
1683,10126,123,7.0,35916
1684,15538,94,4.0,29046
1685,10952,110,6.0,28600
1686,2676,66,3.0,20394
1687,6703,95,4.0,21565
1688,13176,116,6.0,32248
1689,16725,102,6.0,21012
1690,13801,122,5.0,44042
1691,8832,116,5.0,33292
1692,15150,94,6.0,18988
1693,6075,95,3.0,37620
1694,10629,91,4.0,27573
1695,13879,46,2.0,11040
1696,11045,124,6.0,30256
1697,1535,61,2.0,17141
1698,6658,31,1.0,7285
1699,4238,59,3.0,12154
1700,17348,101,5.0,33027
1701,12420,84,4.0,26292
1702,2950,96,5.0,31968
1703,1378,106,4.0,28196
1704,16761,64,2.0,22464
1705,16122,123,7.0,37023
1706,6179,106,6.0,23002
1708,8952,111,6.0,26751
1709,10613,89,4.0,19669
1710,9154,50,2.0,18400
1712,15045,98,4.0,35672
1715,11247,73,3.0,27594
1716,6940,60,4.0,13260
1720,18407,76,5.0,25612
1722,2967,99,5.0,37818
1723,15346,91,5.0,23023
1724,641,84,4.0,28392
1725,16992,124,5.0,43896
1726,10166,103,5.0,25029
1727,16619,102,4.0,23766
1729,9809,67,3.0,16951
1730,10737,117,5.0,39195
1731,11873,122,5.0,43188
1732,13303,66,3.0,22110
1733,2847,120,5.0,33960
1734,2136,96,5.0,28800
1735,16085,100,5.0,24800
1736,9415,89,4.0,28658
1738,9294,106,4.0,34450
1739,10418,105,7.0,21735
1740,10258,94,4.0,19082
1741,2530,88,3.0,26928
1742,2140,56,2.0,15624
1744,8343,112,5.0,35056
1745,9879,77,3.0,22561
1746,8013,99,5.0,29007
1747,4111,126,7.0,33138
1748,18964,69,3.0,16215
1749,10768,53,3.0,15794
1750,4586,90,3.0,18090
1752,16454,70,3.0,23520
1753,3246,108,7.0,40824
1754,4969,79,3.0,16985
1755,11111,39,1.0,11505
1756,2895,104,4.0,33800
1757,15941,39,2.0,12558
1758,9330,65,3.0,22815
1761,8158,122,5.0,39894
1762,11104,97,5.0,34532
1764,2393,125,5.0,29250
1765,15045,104,5.0,30992
1766,7184,36,2.0,11052
1767,10358,90,5.0,28350
1768,15783,63,3.0,23184
1769,7352,87,5.0,22620
1770,200,109,6.0,42292
1772,16268,66,4.0,17094
1773,2941,109,4.0,34444
1774,8851,99,6.0,28413
1775,12662,67,3.0,15008
1776,12090,52,2.0,17108
1777,18782,106,5.0,36040
1778,15033,105,4.0,33705
1780,4174,73,3.0,26791
1781,1399,102,4.0,22236
1782,7656,45,2.0,16830
1783,9407,56,2.0,19768
1784,8104,35,2.0,11515
1785,3091,112,5.0,42448
1787,13195,121,5.0,39567
1788,6277,113,6.0,23843
1789,11253,98,4.0,33418
1790,6560,38,1.0,11096
1791,14829,85,3.0,22270
1792,4951,107,5.0,35738
1793,4709,82,4.0,24190
1794,4592,119,4.0,26418
1796,13497,67,3.0,18224
1797,16584,50,2.0,15250
1798,1715,80,3.0,30000
1799,14308,81,5.0,26811
1800,5473,75,3.0,27825
1801,180,44,2.0,9548
1802,18104,71,4.0,19596
1803,302,35,1.0,8400
1804,13581,35,1.0,11550
1805,6841,32,2.0,9344
1806,1908,63,4.0,22113
1807,5324,65,4.0,17485
1808,13205,67,2.0,14539
1809,9573,86,4.0,24940
1810,6925,31,1.0,9455
1812,19131,82,4.0,18532
1813,2439,106,6.0,41446
1814,4214,35,1.0,12600
1815,120,32,1.0,10144
1816,1529,49,2.0,12005
1818,18746,126,8.0,40950
1819,9347,100,4.0,22200
1820,13848,48,2.0,11088
1821,19607,115,5.0,38295
1822,11772,122,7.0,29768
1827,3636,81,4.0,25758
1828,10265,44,1.0,17468
1830,8124,43,1.0,9847
1831,12665,124,5.0,42532
1833,3261,100,4.0,20400
1835,6499,36,2.0,9144
1836,10865,87,5.0,18444
1837,11232,37,1.0,11951
1838,6993,88,4.0,17776
1840,19472,42,2.0,16002
1841,2796,33,1.0,7656
1842,6394,87,3.0,22011
1844,5614,86,5.0,19866
1845,3804,126,6.0,45612
1846,10457,76,5.0,24700
1847,16003,121,5.0,35574
1849,18644,102,4.0,31212
1850,16982,42,2.0,12852
1851,6168,112,5.0,28784
1852,2917,107,5.0,34561
1855,18775,41,1.0,16277
1856,6232,86,4.0,20124
1858,8212,30,1.0,11220
1860,16434,79,3.0,23463
1862,6319,34,1.0,7412
1863,14110,119,7.0,37128
1864,10431,129,5.0,26445
1866,6811,107,6.0,41516
1867,17380,128,5.0,28416
1868,15659,104,4.0,35256
1869,12182,51,2.0,11628
1870,9112,85,5.0,22950
1871,13947,81,3.0,27459
1872,13561,97,4.0,20564
1874,13725,72,3.0,19440
1875,13935,41,1.0,9348
1876,2111,97,4.0,23086
1877,18491,41,2.0,12997
1878,6419,43,2.0,11438
1879,15718,109,7.0,40984
1880,13960,44,2.0,17028
1881,13327,64,3.0,17664
1882,11701,79,3.0,17064
1883,1025,101,4.0,39188
1886,18099,59,3.0,14868
1887,15701,112,7.0,35056
1888,2293,66,3.0,18612
1889,8660,75,3.0,24075
1890,12195,106,4.0,25546
1891,12373,36,1.0,13140
1892,6915,95,5.0,21280
1893,18412,70,3.0,15820
1894,8678,37,2.0,8029
1895,16489,61,2.0,14457
1896,3503,83,4.0,28718
1897,19860,114,6.0,35112
1898,8395,74,3.0,18426
1899,447,105,5.0,34020
1901,2436,94,5.0,25380
1902,14999,84,4.0,21672
1903,16654,96,5.0,24960
1904,5546,64,2.0,17792
1905,8086,70,4.0,15260
1906,18116,121,7.0,30371
1907,38,111,4.0,36408
1908,8147,96,6.0,38016
1911,8563,48,2.0,17472
1912,19246,109,5.0,34662
1913,19293,77,3.0,24948
1915,8973,77,3.0,29337
1916,13473,61,3.0,17446
1917,15130,70,3.0,25690
1918,8769,104,6.0,30680
1920,9341,66,3.0,20790
1921,4141,64,2.0,16768
1922,2945,101,4.0,22119
1924,19949,110,6.0,43890
1925,3116,59,2.0,22774
1926,19645,121,5.0,25168
1927,18569,119,5.0,23800
1928,3580,87,3.0,28101
1929,16000,95,4.0,22515
1930,13578,70,2.0,23170
1931,17446,55,3.0,21560
1932,1859,124,5.0,30132
1933,12827,106,4.0,41552
1935,5776,65,3.0,18915
1936,16680,88,4.0,19888
1937,12953,112,4.0,29680
1938,17590,90,4.0,22590
1940,8240,87,5.0,24708
1941,16432,95,3.0,29165
1942,13055,106,5.0,40068
1943,453,78,4.0,22386
1944,12934,116,6.0,36540
1945,19933,110,5.0,28380
1946,3544,102,5.0,25908
1947,3914,38,1.0,12008
1948,4231,118,6.0,36108
1949,18518,119,5.0,41650
1950,5784,54,2.0,19332
1951,16498,104,4.0,21944
1953,11635,76,4.0,17632
1954,18051,33,1.0,11484
1955,9395,114,5.0,34998
1956,15100,124,8.0,34844
1957,8128,79,4.0,23621
1958,9555,74,3.0,24050
1959,5640,55,2.0,11110
1960,11731,32,2.0,7680
1961,670,32,1.0,9696
1962,19886,69,3.0,26082
1963,9593,101,5.0,25149
1965,2012,63,3.0,13545
1966,19753,121,5.0,30250
1967,16290,72,4.0,22896
1969,14556,101,6.0,36764
1970,13693,109,6.0,33245
1971,15113,55,2.0,17215
1972,18327,77,4.0,25564
1973,4676,91,4.0,20475
1974,867,86,4.0,31476
1975,14982,102,5.0,38862
1977,19831,101,4.0,37168
1978,11276,88,4.0,25784
1979,2225,75,3.0,18975
1980,17257,59,3.0,15930
1981,12626,129,5.0,32379
1982,10961,66,3.0,24948
1983,19523,107,4.0,33277
1985,15037,38,1.0,11172
1988,10347,48,2.0,17184
1989,8011,65,4.0,20995
1990,14060,71,4.0,26909
1991,1166,80,4.0,18400
1993,17152,76,3.0,29184
1994,8544,57,3.0,13965
1996,3461,127,6.0,50419
1997,8635,65,3.0,25025
1998,5426,102,4.0,21522
1999,126,42,2.0,8988
2000,16767,52,2.0,14092
2001,5218,78,4.0,22776
2002,11014,124,7.0,45508
2003,16707,38,1.0,12996
2004,7706,51,2.0,19431
2005,893,59,3.0,15871
2006,14356,57,3.0,22572
2007,16550,102,6.0,25806
2008,2915,41,2.0,12874
2010,9369,30,1.0,6000
2011,16595,106,5.0,24592
2013,17778,117,6.0,38142
2014,1613,77,3.0,17171
2016,15208,58,2.0,14790
2017,1122,91,3.0,19383
2018,1555,67,4.0,19899
2019,6950,44,1.0,11088
2020,5498,126,6.0,29862
2021,6355,42,1.0,13944
2022,4659,46,2.0,9844
2023,1814,86,4.0,31132
2024,6177,76,4.0,22876
2026,1686,48,2.0,11424
2027,1691,108,6.0,42984
2029,17339,113,7.0,36160
2030,9142,99,6.0,33858
2031,1893,128,6.0,32896
2032,10982,39,2.0,14430
2033,15631,104,5.0,31512
2034,4781,95,4.0,31065
2035,11727,113,5.0,25877
2036,16756,68,3.0,15776
2038,7105,93,6.0,19902
2039,17075,84,3.0,17640
2040,18640,88,4.0,29568
2041,6295,88,3.0,20856
2042,981,71,3.0,25347
2043,5705,96,6.0,37152
2044,8021,95,6.0,21470
2045,15501,82,5.0,18286
2046,753,42,2.0,12978
2047,9709,70,3.0,25760
2048,3145,106,5.0,40704
2049,1822,107,7.0,33598
2050,2586,60,2.0,21720
2051,6305,111,4.0,31191
2052,4910,96,4.0,33120
2053,3237,71,4.0,25134
2054,3391,38,1.0,11704
2055,7142,69,3.0,22287
2056,6392,64,4.0,17152
2057,14585,74,4.0,21756
2058,13749,31,1.0,10602
2059,14850,44,2.0,10912
2060,17722,123,5.0,41205
2061,513,48,2.0,14208
2062,13828,76,3.0,25080
2064,11707,98,5.0,29988
2065,2689,70,3.0,20720
2067,2510,30,1.0,8100
2068,6088,118,6.0,40002
2069,5827,78,3.0,25116
2070,3757,36,2.0,9936
2071,2680,52,2.0,15600
2074,13769,121,6.0,29403
2075,5359,48,3.0,11472
2076,19348,79,5.0,21567
2077,10914,38,1.0,13186
2078,12042,91,4.0,28028
2079,4581,95,4.0,34675
2081,17311,49,3.0,17542
2084,13956,47,2.0,18659
2085,4612,111,5.0,29637
2086,1357,49,2.0,15827
2088,19223,116,7.0,40600
2089,10451,65,3.0,22425
2090,13163,90,4.0,32310
2091,16764,49,2.0,11074
2092,2535,56,2.0,14952
2093,15321,38,2.0,12882
2094,7656,72,3.0,16848
2095,15156,81,4.0,32319
2096,7668,118,4.0,33512
2097,17137,69,4.0,16629
2098,9717,48,2.0,17184
2100,3358,61,2.0,21960
2101,11174,62,3.0,16988
2102,6293,37,1.0,13690
2103,924,89,4.0,33553
2105,4805,35,2.0,10185
2106,13671,42,2.0,8484
2107,17091,90,3.0,28890
2108,4446,59,2.0,14750
2109,6524,69,3.0,18837
2110,14518,49,2.0,17150
2111,12130,83,4.0,17596
2112,12573,126,6.0,37170
2113,17169,44,2.0,11308
2114,3450,101,4.0,21816
2118,790,76,3.0,20976
2119,14002,78,3.0,27144
2120,14533,31,1.0,9827
2121,15458,127,6.0,43307
2122,11561,122,5.0,35258
2124,1668,115,4.0,27025
2125,13374,112,4.0,30576
2127,4693,104,6.0,36504
2129,17676,49,2.0,15484
2130,19639,84,4.0,17220
2131,19393,42,1.0,8442
2132,3467,49,2.0,11760
2133,6395,115,7.0,42205
2134,2906,123,5.0,43173
2136,15900,59,2.0,14927
2139,14815,83,5.0,27805
2140,16694,92,3.0,26220
2141,13748,55,3.0,17710
2142,17849,113,4.0,30962
2143,10837,48,2.0,13968
2144,7106,82,5.0,23944
2145,1375,59,2.0,15930
2147,7883,70,2.0,25970
2148,12567,109,6.0,43382
2149,7486,87,5.0,20358
2150,1649,94,4.0,26978
2151,11167,87,3.0,17661
2152,6111,111,4.0,23088
2156,2480,31,1.0,10013
2157,13302,51,2.0,18360
2158,15385,57,2.0,16074
2161,13842,119,7.0,43673
2162,4334,33,1.0,7293
2163,10883,129,7.0,30960
2164,5527,91,4.0,28483
2165,1351,60,2.0,20880
2166,14868,30,1.0,10800
2167,148,90,4.0,27630
2168,14429,112,7.0,41664
2169,9649,116,6.0,44080
2171,8923,110,5.0,40920
2173,5283,101,5.0,28078
2174,18267,77,4.0,22253
2175,8779,89,4.0,25988
2176,11403,32,1.0,9632
2177,11486,54,2.0,19980
2178,3121,103,6.0,25441
2179,9417,119,7.0,38318
2180,4060,42,2.0,16296
2181,13694,30,1.0,6420
2182,2977,52,3.0,12948
2183,10275,53,2.0,18974
2184,9371,119,4.0,24395
2186,849,32,2.0,12704
2188,12723,91,5.0,21112
2190,610,31,1.0,11346
2191,2740,88,4.0,28160
2192,7045,71,4.0,22152
2193,2422,70,3.0,17570
2194,14641,109,6.0,36842
2195,12555,60,2.0,23400
2196,14735,34,2.0,8330
2197,11496,124,8.0,33728
2198,7796,34,2.0,11118
2199,9411,79,3.0,16748
2200,17650,124,6.0,42780
2201,4780,99,4.0,25245
2202,7022,127,6.0,50292
2203,12062,60,2.0,13560
2205,16461,91,3.0,33579
2206,16480,108,7.0,27216
2207,2914,79,3.0,16037
2208,450,109,6.0,26814
2211,1888,98,4.0,34398
2212,3486,117,7.0,41067
2213,13183,48,2.0,18384
2214,3609,35,1.0,10710
2215,10444,92,4.0,34316
2216,17216,122,6.0,45140
2218,13111,101,4.0,31209
2219,15629,68,3.0,24752
2220,3489,124,6.0,33728
2221,7440,77,5.0,28798
2223,13256,116,5.0,38860
2225,7011,104,6.0,26624
2226,10375,116,5.0,35612
2228,13157,118,6.0,44250
2229,4738,97,4.0,37248
2230,14445,70,4.0,18200
2232,19956,46,2.0,10718
2233,6922,90,3.0,26460
2234,815,59,3.0,17464
2235,8945,128,6.0,43136
2236,1691,39,2.0,10725
2237,19574,40,1.0,11520
2238,2963,127,7.0,33020
2239,3261,44,1.0,16280
2240,15814,67,3.0,14204
2241,18276,51,2.0,19380
2242,14771,43,2.0,11653
2243,8737,64,3.0,24832
2244,16334,94,4.0,25286
2245,7345,30,1.0,6270
2246,16031,38,2.0,13110
2247,12435,75,4.0,29700
2249,10049,68,3.0,24820
2250,17039,52,2.0,16172
2251,3560,76,4.0,24320
2252,13364,121,5.0,40172
2253,5931,45,2.0,17775
2254,163,74,4.0,24494
2255,16940,120,5.0,35040
2256,12441,57,3.0,13908
2257,1649,58,2.0,14326
2258,18835,110,6.0,40590
2259,7114,75,4.0,23625
2262,12560,54,2.0,15768
2263,13628,66,3.0,16104
2264,2430,45,1.0,15885
2265,6541,90,4.0,20790
2266,1382,48,2.0,12912
2267,1317,90,4.0,30960
2268,437,120,8.0,33240
2270,15992,37,2.0,9879
2271,7315,50,3.0,16900
2273,8691,37,1.0,10471
2274,4590,119,5.0,34629
2275,6626,97,6.0,19594
2276,4142,37,1.0,9435
2277,18831,93,5.0,18972
2278,18360,118,5.0,41064
2279,1594,53,3.0,11872
2280,9978,96,4.0,26016
2282,17453,114,5.0,41268
2283,9980,129,5.0,29541
2284,3124,98,4.0,30184
2285,10775,50,2.0,11850
2286,3696,115,5.0,23575
2287,14660,117,7.0,25740
2288,12642,41,1.0,12669
2290,18306,34,1.0,7378
2294,16384,53,2.0,12614
2296,4927,120,7.0,27120
2297,15635,129,7.0,45666
2304,12647,120,7.0,31080
2305,8368,46,2.0,10074
2306,6372,115,6.0,39905
2307,18284,34,1.0,12580
2308,4308,88,3.0,27456
2309,5983,55,2.0,13200
2310,17057,92,5.0,20516
2311,14448,88,5.0,19096
2312,8146,85,4.0,23120
2313,3737,120,5.0,45360
2315,10045,86,4.0,30874
2316,13538,64,2.0,19264
2317,16220,89,5.0,32752
2318,9117,92,6.0,36708
2319,10611,54,2.0,12528
2320,12995,120,5.0,32880
2321,8903,88,4.0,18304
2322,532,107,4.0,25252
2323,4,118,4.0,30916
2324,1940,81,3.0,23328
2325,11904,83,5.0,29631
2326,18221,110,7.0,41690
2327,4093,84,5.0,18060
2328,5033,107,7.0,40446
2329,10868,69,3.0,26289
2330,17461,71,3.0,22294
2331,10845,82,3.0,29684
2332,179,86,5.0,31992
2333,2462,80,5.0,18960
2334,19019,53,3.0,15423
2335,2635,82,4.0,26732
2336,15174,111,5.0,25863
2337,1980,53,2.0,15635
2338,289,65,4.0,21125
2339,12025,62,4.0,12958
2341,15352,100,4.0,36800
2342,4413,121,5.0,47069
2344,18035,56,2.0,13776
2346,1153,115,7.0,40480
